Wins,Bat_H,Bat_2B,Bat_3B,Bat_HR,Bat_BB,Bat_SO,Base_SB,Base_CS,Pitch_HR,Pitch_BB,Pitch_SO,Field_DP,Field_E,Pitch_H,Ratio_Bat_H_Pitch_H,Ratio_Bat_HR_Pitch_HR,Ratio_Bat_BB_Pitch_BB,Ratio_Bat_SO_Pitch_SO
87,1523,266,52,136,533,866,136,58,136,533,866,173,0.9055236510799471,0.499999784438996,3046.0013131982023,1,1,1
99,1439,270,42,157,527,888,165,50,157,527,888,158,0.9043972888920141,0.49999975853820966,2878.0013898547363,1,1,1
74,1360,225,38,172,523,883,109,49,172,523,883,160,0.9044818582246311,0.49999972967128026,2720.0014705890303,1,1,1
85,1386,247,37,146,471,843,108,56,146,471,843,152,0.9039770113654614,0.49999973971835443,2772.0014430021943,1,1,1
72,1335,197,34,121,487,940,115,54,121,487,940,142,0.9042647362991719,0.4999997194518088,2670.0014981281815,1,1,1
77,1427,283,36,173,487,971,138,52,173,487,971,174,0.9041723296466183,0.49999975446010936,2854.001401542384,1,1,1
71,1335,225,35,133,449,914,99,46,134,452,920,178,0.9055489589222269,0.49999972278420024,2670.0014803331915,0.9925373134328358,0.9933628318584071,0.9934782608695653
69,1502,264,36,95,467,878,98,52,96,470,883,177,0.9054719858792476,0.49999978100153253,3004.0013157433687,0.9895833333333334,0.9936170212765958,0.9943374858437146
94,1393,251,44,106,478,903,140,90,106,478,903,169,0.904563565439822,0.49999974232767774,2786.0014357509194,1,1,1
87,1464,226,39,139,610,896,134,74,139,610,896,151,0.9042189511918559,0.49999976671444357,2928.001366120856,1,1,1
86,1434,269,36,110,622,784,160,57,110,622,784,134,0.9047562132058619,0.4999997568514401,2868.001394700818,1,1,1
94,1454,228,44,162,604,834,106,57,162,604,834,153,0.9040272146641541,0.4999997634945292,2908.001375516469,1,1,1
96,1624,251,56,173,670.25,814,110,39,209.25,757,1167,130,0.9040764853957337,0.49999990774199643,3248.0005993081018,0.8267622461170848,0.8854029062087186,0.6975149957155099
77,1594,284,42,164,648,863,124,44,185,729,971,147,0.9044818582246311,0.49999984447169993,3188.0009916487497,0.8864864864864865,0.8888888888888888,0.8887744593202883
85,1586,284,33,195,670.25,927,105,41,195,701,927,145,0.903873700904011,0.4999998012241412,3172.0012610345493,1,0.9561340941512125,1
80,1516,291,38,198,551,916,127,46,198,551,916,161,0.9051293469230596,0.4999997824437312,3032.001319261788,1,1,1
75,1573,300,37,163,502,815,111,50,164,505,820,149,0.9050338186328274,0.49999980047001286,3146.00125544318,0.9939024390243902,0.994059405940594,0.9939024390243902
95,1615,320,33,199,591,960,119,42,209.25,591,960,186,0.9048993990604778,0.49999980829874724,3230.001238390568,0.951015531660693,1,1
83,1463,300,29,199,520,998,123,59,209.25,520,998,149,0.9043097069334213,0.4999997663954206,2926.0013670546373,0.951015531660693,1,1
81,1475,289,29,199,555,952,75,31,209.25,555,952,157,0.9033549332319981,0.49999977018098246,2950.0013559328268,0.951015531660693,1,1
86,1445,303,23,199,519,916,77,29,209.25,519,916,154,0.9033549332319981,0.4999997605392656,2890.0013840837078,0.951015531660693,1,1
90,1586,291,23,199,502,1056,93,48,209.25,502,1056,145,0.9033549332319981,0.4999998012241412,3172.0012610345493,0.951015531660693,1,1
111,1610,192,95,14,248.25,413,245,91,20,419,836,98,0.9083615608169077,0.4999999238845548,3220.000490183542,0.7,0.5924821002386634,0.49401913875598086
101,1589,202,108,56,248.25,431,199,91,93,380,712,143,0.9082843454277266,0.4999999238845548,3178.0004837898437,0.6021505376344086,0.6532894736842105,0.6053370786516854
101,1541,167,108,54,248.25,600,301.79999999999995,91,80,377,892,98,0.9083089559103098,0.49999990465475486,3082.000587708203,0.675,0.6584880636604774,0.672645739910314
91,1513,167,108,38,248.25,608,301.79999999999995,91,55,377,879,104,0.9082961083349883,0.4999998955579545,3026.0006320833913,0.6909090909090909,0.6584880636604774,0.6916951080773607
76,1438,170,108,53,439,743,217,91,62,515,872,123,0.9083956518962292,0.49999982452101255,2876.00100935549,0.8548387096774194,0.8524271844660194,0.8520642201834863
97,1542,215,108,44,458,439,301.79999999999995,91,53,550,527,121,0.9082629410583473,0.49999985390796203,3084.0009010959534,0.8301886792452831,0.8327272727272728,0.8330170777988615
97,1404,167,99,39,417,671,301.79999999999995,91,47,504,811,107,0.9082132202916117,0.49999982637737433,2808.0009750650042,0.8297872340425532,0.8273809523809523,0.8273736128236745
89,1523,230,108,61,527,596,301.79999999999995,91,71,614,695,151,0.9081414457236027,0.49999984130132913,3046.0009667926097,0.8591549295774648,0.8583061889250815,0.8575539568345324
95,1478,184,108,33,531,463,301.79999999999995,91,41,652,568,98,0.9080405522303062,0.4999998480518423,2956.0008983177813,0.8048780487804879,0.8144171779141104,0.8151408450704225
66,1369,175,106,47,490,519,289,91,56,579,614,126,0.9080786832572194,0.4999998092448346,2738.0010445756843,0.8392857142857143,0.846286701208981,0.8452768729641694
89,1391,167,81,48,543,512,292,91,52,586,553,124,0.907949691092548,0.4999997783691873,2782.0012331543885,0.9230769230769231,0.9266211604095563,0.9258589511754068
82,1512,204,82,37,670.25,359,301,91,47,757,421.3,98,0.90786282338102,0.49999986351461867,3024.0008254638115,0.7872340425531915,0.8854029062087186,0.8521243769285545
69,1712,279,83,76,633,359,268,91,95,757,421.3,138,0.9081613961145085,0.49999989010237844,3424.000752579078,0.8,0.8361955085865258,0.8521243769285545
82,1738,293,108,45,516,359,301.79999999999995,91,56,643,421.3,98,0.908045467746919,0.49999989342555007,3476.000740905734,0.8035714285714286,0.80248833592535,0.8521243769285545
93,1609,269,85,27,466,359,238,91,33,572,421.3,133,0.9075736560132607,0.4999998718154142,3218.0008249962057,0.8181818181818182,0.8146853146853147,0.8521243769285545
98,1543,221,108,20,485,359,176,91,21,517,421.3,170,0.9076266308589794,0.49999981522713205,3086.0011404185625,0.9523809523809523,0.9381044487427466,0.8521243769285545
90,1554,210,108,14,524,359,246,91,18,566,421.3,106,0.9077144030524162,0.49999982242325486,3108.00110381744,0.7777777777777778,0.9257950530035336,0.8521243769285545
72,1556,207,97,38,388,476,213,91,44,452,555,140,0.9078321640939631,0.49999984788417534,3112.0009467691807,0.8636363636363636,0.8584070796460177,0.8576576576576577
86,1630,266,107,33,470,374,168,91,38,548,463,98,0.9077060812285946,0.49999986149584486,3260.0009030473416,0.868421052631579,0.8576642335766423,0.8077753779697624
93,1410,200,97,22,422,463,190,91,23,447,524,98,0.9074897386520254,0.4999997756890943,2820.0012651140755,0.9565217391304348,0.9440715883668904,0.8835877862595419
84,1483,169,107,29,460,359,192,91,31,487,423,129,0.9075379998055296,0.49999979715201426,2966.0012032947398,0.9354838709677419,0.944558521560575,0.8486997635933806
69,1285,167,76,17,424,454,182,82,18,455,541,104,0.9072354871359474,0.4999997370691944,2570.0013514650514,0.9444444444444444,0.9318681318681319,0.8391866913123844
70,1298,167,95,16,394,456,167,91,18,417,504,125,0.9069012578432527,0.49999973515209684,2596.0013750910416,0.8888888888888888,0.9448441247002398,0.9047619047619048
77,1166,167,81,15,391,608,206,91,18,411,747,98,0.9071515463779833,0.49999971129239384,2332.0013465330526,0.8333333333333334,0.9513381995133819,0.8139223560910308
79,1395,167,83,24,556,542,301.79999999999995,91,25,585,570,108,0.9074147557550849,0.4999997676676011,2790.001296415388,0.96,0.9504273504273504,0.9508771929824561
79,1387,194,94,22,507,521,263,91,23,537,552,108,0.907102636643071,0.4999997682997978,2774.0012854733172,0.9565217391304348,0.9441340782122905,0.9438405797101449
68,1418,180,102,29,485,613,239,91,31,514,649,110,0.9071355005195342,0.49999977807377805,2836.0012587660894,0.9354838709677419,0.943579766536965,0.9445300462249615
63,1239,167,67,17,464,660,236,91,18,488,694,119,0.9075483493911879,0.49999971129239384,2478.001430835722,0.9444444444444444,0.9508196721311475,0.9510086455331412
75,1392,204,88,16,379,539,164,91,18,399,567,156,0.9068603994148375,0.49999976671444357,2784.001298934584,0.8888888888888888,0.949874686716792,0.9506172839506173
64,1415,198,93,15,383,607,166,87,18,406,643,133,0.9069112500259755,0.4999997771839979,2830.001261139134,0.8333333333333334,0.9433497536945813,0.9440124416796267
82,1457,206,105,27,328,502,161,91,28,377,528,126,0.9070858063434505,0.4999997872421002,2914.0012399535676,0.9642857142857143,0.870026525198939,0.9507575757575758
86,1500,209,106,19,385,383,162,91,24,487,485,161,0.9069309754239071,0.49999986120379614,3000.0008327774544,0.7916666666666666,0.7905544147843943,0.7896907216494845
111,1393,167,96,23,469,426,165,79,27,543,493,113,0.9060109611189064,0.49999980758455503,2786.001072139272,0.8518518518518519,0.8637200736648251,0.8640973630831643
87,1516,179,80,19,404,389,167,91,20,428,421.3,132,0.9065811162981795,0.4999998059025048,3032.0011770076676,0.95,0.9439252336448598,0.9233325421314977
74,1505,234,100,21,397,359,124,91,22,420,421.3,147,0.9064726408932803,0.4999998032143751,3010.0011846499283,0.9545454545454546,0.9452380952380952,0.8521243769285545
90,1642,238,104,47,459,401,137,91,49,483,422,155,0.9066321941032496,0.4999998323570366,3284.001101079353,0.9591836734693877,0.9503105590062112,0.9502369668246445
96,1584,249,100,47,462,386,101,91,49,486,421.3,151,0.9065811162981795,0.4999998198559136,3168.001141393343,0.9591836734693877,0.9506172839506173,0.9162117256112033
88,1630,250,108,38,370,359,109,91,40,392,421.3,150,0.9067963106443999,0.49999983216272426,3260.0010942994054,0.95,0.9438775510204082,0.8521243769285545
85,1578,234,95,47,433,359,114,91,50,458,421.3,170,0.9066196117098342,0.4999998209323622,3156.0011302753346,0.94,0.9454148471615721,0.8521243769285545
79,1524,235,82,31,426,359,66,53,33,451,421.3,169,0.9059915959240611,0.4999998080611256,3048.0011700598275,0.9393939393939394,0.9445676274944568,0.8521243769285545
83,1544,244,71,34,411,359,88,61,36,438,421.3,186,0.9059521599894056,0.49999981545157524,3088.001139771492,0.9444444444444444,0.9383561643835616,0.8521243769285545
69,1555,271,83,36,433,365,141,91,38,455,421.3,156,0.9058911778520482,0.4999998131885869,3110.0011619674237,0.9473684210526315,0.9516483516483516,0.8663660099691431
62,1552,279,70,78,468,514,50,38,82,492,541,173,0.9058703450481898,0.4999998125015703,3104.0011639906884,0.9512195121951219,0.9512195121951219,0.9500924214417745
61,1514,254,74,22,424,487,35,38,23,446,512,186,0.9059719969443657,0.4999998029672346,3028.0011932308976,0.9565217391304348,0.9506726457399103,0.951171875
63,1503,279,72,49,459,459,37,29,52,483,483,136,0.90620965507768525,0.4999997999648738,3006.0012026116597,0.9423076923076923,0.9503105590062112,0.9503105590062112
62,1350,222,39,36,372,377,35,58,38,396,421.3,148,0.9062431756823809,0.49999975853820966,2700.0013038942975,0.9473684210526315,0.9393939393939394,0.8948492760503204
56,1532,244,70,59,336,571,36,50,63,377,613,146,0.9063238055384143,0.4999998150022792,3064.0011336664525,0.9365079365079365,0.8912466843501327,0.9314845024469821
72,1486,258,72,77,415,579,76,51,82,439,613,147,0.9066321941032496,0.4999997979250132,2972.001201134207,0.9390243902439024,0.9453302961275627,0.9445350734094616
78,1553,236,77,86,431,614,72,42,90,453,646,158,0.906429622463641,0.4999998127309963,3106.001163315487,0.9555555555555556,0.9514348785871964,0.9504643962848297
59,1398,226,62,77,460,616,56,58,81,484,648,146,0.906669217752115,0.49999976892941767,2796.0012921472935,0.9506172839506173,0.9504132231404959,0.9506172839506173
89,1615,271,62,119,395,559,35,43,129,427,604,144,0.9061403038047542,0.49999983560937633,3230.0010619637783,0.9224806201550387,0.9250585480093677,0.9254966887417219
102,1571,283,63,103,526,566,48,68,108,553,595,179,0.9058278931416256,0.4999998170112893,3142.0011499014786,0.9537037037037037,0.9511754068716094,0.9512605042016806
106,1511,280,40,94,480,533,76,40,100,508,564,167,0.904563565439822,0.4999998046875,3022.0011804692112,0.94,0.9448818897637795,0.9450354609929078
93,1355,224,35,67,502,450,72,56,70,528,473,155,0.9056228657270091,0.4999997537703909,2710.0013345651387,0.9571428571428572,0.9507575757575758,0.9513742071881607
81,1296,211,42,70,515,585,45,62,75,549,623,168,0.90620965507768525,0.4999997378302094,2592.001359088907,0.9333333333333333,0.9380692167577414,0.9390048154093098
94,1410,241,33,54,445,411,54,31,57,468,432,161,0.9052793512697525,0.4999997726537986,2820.001282233159,0.9473684210526315,0.9508547008547008,0.9513888888888888
64,1385,232,27,59,412,560,75,53,62,433,589,145,0.9055236510799471,0.499999764467468,2770.0013048508417,0.9516129032258065,0.9515011547344111,0.9507640067911715
70,1328,217,35,68,519,635,86,56,72,546,668,186,0.9056705214073335,0.4999997438011405,2656.001360929039,0.9444444444444444,0.9505494505494505,0.9505988023952096
77,1443,255,45,100,567,558,48,42,105,596,587,141,0.90522067108304,0.4999997830166244,2886.0012524285876,0.9523809523809523,0.9513422818791947,0.9505962521294719
68,1340,234,39,110,506,620,44,46,116,536,656,143,0.9057169423371344,0.49999975168370864,2680.001330975983,0.9482758620689655,0.9440298507462687,0.9451219512195121
65,1497,278,37,90,451,588,35,52,95,474,619,158,0.90522067108304,0.49999979843789366,2994.001206954379,0.9473684210526315,0.9514767932489452,0.9499192245557351
70,1446,272,29,105,534,526,39,42,111,565,557,140,0.905364252042837,0.49999978668587064,2892.0012338094507,0.9459459459459459,0.9451327433628318,0.9443447037701975
72,1377,226,35,93,437,607,46,42,98,460,639,148,0.905336356027572,0.4999997618595152,2754.001311678415,0.9489795918367347,0.95,0.9499217527386542
73,1371,223,47,109,505,746,35,44,115,531,785,153,0.9040764853957337,0.49999975954185993,2742.0013186730744,0.9478260869565217,0.9510357815442562,0.9503184713375796
72,1469,200,36,175,510,737,35,24,184,536,775,185,0.9050009918928839,0.4999997905342424,2938.001230821307,0.9510869565217391,0.9514925373134329,0.9509677419354838
79,1498,227,29,190,585,691,54,38,200,615,727,178,0.9053080586312758,0.499999798693602,2996.0012062284222,0.95,0.9512195121951219,0.9504814305364512
84,1527,264,35,197,574,791,54,38,207,604,832,146,0.9040764853957337,0.499999806144145,3054.0011840720213,0.9516908212560387,0.9503311258278145,0.9507211538461539
80,1430,255,42,129,602,805,64,40,136,633,847,156,0.9035971369638471,0.49999977895823905,2860.0012643594314,0.9485294117647058,0.9510268562401264,0.9504132231404959
78,1523,271,36,169,525,803,68,29,178,552,845,165,0.9048993990604778,0.49999980517486725,3046.0011868751712,0.949438202247191,0.9510869565217391,0.9502958579881656
70,1393,242,42,147,539,903,77,39,155,567,950,163,0.9048289537991392,0.4999997670328134,2786.0012980937686,0.9483870967741935,0.9506172839506173,0.9505263157894737
98,1487,260,37,166,445,801,74,35,175,468,843,130,0.905160241744304,0.4999997955926505,2974.001215815412,0.9485714285714286,0.9508547008547008,0.9501779359430605
98,1523,252,40,167,498,903,66,39,167,498,903,144,0.90522067108304,0.499999784438996,3046.0013131982023,1,1,1
86,1333,225,44,122,474,960,92,58,122,474,960,127,0.9049676543262872,0.49999971860932224,2666.001500375938,1,1,1
92,1383,220,38,130,457,974,90,36,130,457,974,137,0.9047928772621397,0.4999997385879252,2766.001446132354,1,1,1
89,1544,268,61,183,538,1003,82,40,183,538,1003,142,0.9042647362991719,0.49999979026282587,3088.0012953373307,1,1,1
77,1452,235,33,151,399,888,71,51,153,404,899,135,0.904563565439822,0.49999976861492895,2904.0013438851147,0.9869281045751634,0.9876237623762376,0.9877641824249166
87,1366,251,54,109,372,969,92,63,109,377,969,124,0.9044399404907298,0.49999973204084125,2732.001464129628,1,0.986737400530504,1
102,1498,253,45,191,547,984,115,52,191,547,984,173,0.9054456141502872,0.4999997771839979,2996.0013351140797,1,1,1
79,1306,203,28,138,438,907,59,33,138,438,907,174,0.9035384372123693,0.49999971129239384,2612.0015082094055,1,1,1
99,1398,232,34,137,639,947,148,55,137,639,947,162,0.9041723296466183,0.4999997441675314,2796.0014306158964,1,1,1
98,1437,271,35,135,670.25,940,146,49,135,693,940,151,0.9049337941110167,0.49999975786561446,2874.001391789122,1,0.9671717171717171,1
108,1515,278,37,124,670.25,916,168,36,124,691,916,173,0.9034785283468666,0.4999997821564335,3030.0013201325883,1,0.9699710564399421,1
102,1599,271,63,141,670.25,902,210,57,141,681,902,157,0.9034785283468666,0.4999998044431303,3198.001250782228,1,0.9842143906020558,1
88,1513,269,42,181,600,911,170,64,181,600,911,154,0.9033549332319981,0.499999781580128,3026.001321877643,1,1,1
93,1387,272,32,137,640,905,138,58,138,644,911,121,0.9049676543262872,0.499999743433962,2774.0014234291093,0.9927536231884058,0.9937888198757764,0.9934138309549945
91,1454,268,31,133,618,908,100,47,134,622,914,153,0.9046033900893089,0.4999997663954206,2908.0013586448686,0.9925373134328358,0.9935691318327974,0.9934354485776805
89,1445,256,45,113,537,852,156,43,113,537,852,144,0.9037110504674845,0.4999997605392656,2890.0013840837078,1,1,1
99,1458,285,36,96,563,830,87,56,144,757,1173,149,0.9043972888920141,0.49999989546242096,2916.0006096632883,0.6666666666666666,0.7437252311756936,0.7075873827791986
61,1375,228,34,82,470,817,131,69,82,470,817,158,0.9047189473957922,0.49999973553719007,2750.001454546224,1,1,1
74,1274,236,35,107,588,1006,154,77,107,588,1006,121,0.9041248489082961,0.49999971129239384,2548.0014712548104,1,1,1
70,1342,238,30,106,566,978,160,63,106,566,978,116,0.9050979851781847,0.499999722370908,2684.0014903137935,1,1,1
90,1394,251,34,115,580,861,160,70,116,584,866,143,0.9044818582246311,0.4999997459877495,2788.0014163730284,0.9913793103448276,0.9931506849315068,0.9942263279445728
86,1404,237,35,144,586,920,177,53,144,586,920,160,0.9051293469230596,0.4999997463494614,2808.001424502147,1,1,1
84,1478,262,29,192,514,928,169,46,192,514,928,137,0.9047189473957922,0.4999997711129951,2956.0013531805926,1,1,1
88,1342,248,25,123,482,928,208,56,124,485,934,132,0.9044818582246311,0.4999997256515775,2684.00147270314,0.9919354838709677,0.9938144329896907,0.9935760171306209
75,1362,243,28,128,493,1028,128,71,128,493,1028,108,0.9044399404907298,0.4999997304646143,2724.001468429573,1,1,1
91,1466,284,40,125,466,913,166,66,125,466,913,126,0.9034785283468666,0.49999976735053203,2932.001364257115,1,1,1
90,1418,281,44,99,563,888,125,65,99,563,888,128,0.9033549332319981,0.49999975133335056,2836.001410437937,1,1,1
73,1457,261,28,137,485,1025,142,59,137,485,1025,133,0.9043972888920141,0.499999764467468,2914.001372684243,1,1,1
94,1623,300,51,176,551,1049,169,72,209.25,757,1173,129,0.9035971369638471,0.4999999059732558,3246.000610421738,0.8410991636798089,0.7278731836195509,0.8942881500426257
96,1492,312,39,181,584,1064,214,77,204,657,1173,158,0.9033549332319981,0.4999998226347187,2984.001058516374,0.8872549019607843,0.8888888888888888,0.907075873827792
81,1398,259,36,191,604,1103.35,171,63,191,604,1134,145,0.9044399404907298,0.4999997441675314,2796.0014306158964,1,1,0.9729717813051145
76,1386,269,27,142,518,1103.35,190,67,142,518,1113,129,0.9037110504674845,0.49999973971835443,2772.0014430021943,1,1,0.9913297394429469
77,1441,298,28,138,608,1103.35,95,42,138,608,1107,142,0.9044818582246311,0.4999997592080062,2882.001387925721,1,1,0.9967028003613368
95,1527,310,37,199,566,1103.35,163,54,207,563,1111,136,0.9035971369638471,0.4999997830166244,3054.0013253350335,0.961352657004831,1.0053285968028418,0.993114311431143
85,1545,302,36,199,559,995,99,38,200,559,995,156,0.9039770113654614,0.4999997905342424,3090.001294498924,0.995,1,1
66,1464,304,23,176,468,1103.35,103,54,176,468,1172,136,0.9050661460170323,0.49999976671444357,2928.001366120856,1,1,0.9414249146757678
78,1386,297,23,169,583,1103.35,116,52,169,583,1173,169,0.9043972888920141,0.49999973971835443,2772.0014430021943,1,1,0.940622335890878
69,1349,239,23,182,524,1103.35,80,34,182,524,1173,152,0.905160241744304,0.49999972524468334,2698.0014825805033,1,1,0.940622335890878
76,1380,287,28,194,599,1103.35,77,25,194,599,1173,123,0.9040764853957337,0.4999997374501155,2760.0014492761234,1,1,0.940622335890878
73,1453,320,23,199,611,1103.35,72,24,209.25,611,1173,133,0.9035971369638471,0.49999976316887623,2906.0013764631435,0.951015531660693,1,0.940622335890878
80,1419,291,23,199,614,1103.35,124,33,209.25,614,1173,139,0.9047189473957922,0.49999975168370864,2838.00140944397,0.951015531660693,1,0.940622335890878
70,1358,170,94,45,670.25,624,266,91,73,757,1011,115,0.9083334961685186,0.49999989669421485,2716.000561157141,0.6164383561643836,0.8854029062087186,0.6172106824925816
64,1562,235,81,14,289,388,149,91,18,377,462,118,0.9078144919104668,0.49999985562989974,3124.000902024647,0.7777777777777778,0.76657824933687,0.8398268398268398
82,1669,295,81,39,367,424,167,67,46,437,505,114,0.9076077812133455,0.4999998734863912,3338.000844605066,0.8478260869565217,0.8398169336384439,0.8396039603960396
89,1464,267,108,36,300,689,203,91,42,377,797,115,0.9077427920456207,0.49999982576187363,2928.0010203388238,0.8571428571428571,0.7957559681697612,0.8644918444165621
92,1438,241,97,29,329,766,191,74,31,377,822,98,0.9071982094673894,0.4999997899908814,2876.0012079729577,0.9354838709677419,0.8726790450928382,0.9318734793187348
80,1386,222,76,19,301,612,198,91,20,377,795,98,0.9069503628107101,0.4999997647904471,2772.0013040023746,0.95,0.7984084880636605,0.769811320754717
94,1605,254,77,14,349,485,215,73,18,377,546,118,0.9067963106443999,0.499999826785898,3210.00111203492,0.7777777777777778,0.9257294429708223,0.8882783882783882
91,1301,194,72,14,357,584,206,73,18,380,650,146,0.9072500083905564,0.49999974009353515,2602.001352553946,0.7777777777777778,0.9394736842105263,0.8984615384615384
75,1288,183,86,14,300,600,184,91,18,377,759,116,0.9073327712055688,0.4999997312544612,2576.0013845777603,0.7777777777777778,0.7957559681697612,0.7905138339920948
85,1589,252,86,21,375,393,221,78,22,397,480,114,0.907495241814598,0.49999982326684866,3178.001123316307,0.9545454545454546,0.9445843828715366,0.81875
79,1486,232,82,14,431,491,205,91,18,456,524,131,0.9073964916092662,0.4999997979250132,2972.001201134207,0.7777777777777778,0.9451754385964912,0.9370229007633588
92,1438,220,79,17,448,594,204,91,18,477,633,132,0.9070687019563951,0.4999997872421002,2876.0012237839605,0.9444444444444444,0.939203354297694,0.9383886255924171
54,1336,188,74,14,476,725,177,91,18,504,768,126,0.9074730096536097,0.49999975027781596,2672.0013345160182,0.7777777777777778,0.9444444444444444,0.9440104166666666
61,1290,180,84,21,522,726,147,91,22,556,774,98,0.9073127544927645,0.49999973553719007,2580.001364628821,0.9545454545454546,0.9388489208633094,0.937984496124031
81,1330,245,69,17,549,636,168,91,18,578,669,137,0.9069407108319547,0.49999974453313684,2660.0013590844064,0.9444444444444444,0.9498269896193772,0.9506726457399103
93,1288,229,67,14,578,627,221,91,18,608,660,143,0.907042516877073,0.49999972767255346,2576.001403031769,0.7777777777777778,0.9506578947368421,0.95
93,1383,225,85,14,626,492,210,91,18,757,628,105,0.9071191992897084,0.4999998393159229,2766.0008889046003,0.7777777777777778,0.8269484808454426,0.7834394904458599
98,1478,296,84,28,580,428,132,62,33,676,499,119,0.906839419872135,0.499999831577756,2956.0009957126417,0.8484848484848485,0.8579881656804734,0.8577154308617234
103,1656,316,100,37,604,399,77,91,39,635,421.3,130,0.9063394108319476,0.499999835231684,3312.001091425685,0.9487179487179487,0.9511811023622048,0.9470685971991455
99,1742,320,95,44,655,396,53,44,46,689,421.3,130,0.9066196117098342,0.4999998510230545,3484.0010380716653,0.9565217391304348,0.9506531204644412,0.9399477806788511
82,1624,320,77,34,583,359,94,61,36,613,421.3,147,0.9065680289742206,0.49999982860653,3248.001113372363,0.9444444444444444,0.9510603588907015,0.8521243769285545
87,1688,319,79,62,670,407,84,82,66,709,431,151,0.9069012578432527,0.4999998434255484,3376.0010571910284,0.9393939393939394,0.9449929478138223,0.9443155452436195
71,1673,320,62,43,521,393,89,59,46,552,421.3,138,0.9065940746225394,0.49999984058364244,3346.001066814605,0.9347826086956522,0.9438405797101449,0.9328269641585568
74,1697,300,61,55,547,399,95,81,58,575,421.3,154,0.9067169569161191,0.4999998430744847,3394.001065210732,0.9482758620689655,0.951304347826087,0.9470685971991455
93,1608,320,52,28,479,359,93,45,29,504,421.3,161,0.9061044203452289,0.4999998253497197,3216.0011233509954,0.9655172413793104,0.9503968253968254,0.8521243769285545
70,1558,320,55,28,403,388,67,76,30,427,421.3,155,0.9066069058155478,0.4999998163452709,3116.001144536692,0.9333333333333333,0.9437939110070258,0.9209589366247329
65,1615,315,64,36,397,448,53,55,38,418,471,186,0.9068180603643115,0.499999826785898,3230.0011189634865,0.9473684210526315,0.9497607655502392,0.9511677282377919
86,1625,313,84,66,483,387,80,91,70,515,421.3,173,0.9065680289742206,0.49999983332355497,3250.0010833972538,0.9428571428571428,0.9378640776699029,0.9185853311179681
85,1740,320,62,76,515,485,54,49,80,542,510,164,0.9069694206674218,0.4999998506972439,3480.001039147493,0.95,0.9501845018450185,0.9509803921568627
82,1696,320,73,75,584,455,66,63,79,614,479,150,0.9069309754239071,0.4999998428985099,3392.0010657768435,0.9493670886075949,0.9511400651465798,0.9498956158663883
93,1646,320,79,83,603,484,55,58,88,643,516,137,0.906429622463641,0.4999998374784984,3292.0010700419143,0.9431818181818182,0.937791601866252,0.937984496124031
80,1466,234,83,54,481,457,39,43,58,516,490,136,0.9058492517569943,0.4999997979250132,2932.0011849682014,0.9310344827586207,0.9321705426356589,0.9326530612244898
87,1577,320,80,108,600,580,82,54,114,631,610,161,0.9057843599898309,0.4999998183325031,3154.001145958987,0.9473684210526315,0.9508716323296355,0.9508196721311475
92,1605,320,95,120,586,645,88,38,128,625,687,155,0.9057169423371344,0.4999998292070322,3210.001096491228,0.9375,0.9376,0.9388646288209607
92,1567,306,83,89,586,604,76,48,94,616,635,156,0.9062431756823809,0.4999998158992365,3134.0011539440106,0.9468085106382979,0.9512987012987013,0.9511811023622048
94,1496,302,64,106,546,628,56,38,112,574,661,173,0.9055739261915361,0.4999997981816978,2992.0012076812077,0.9464285714285714,0.9512195121951219,0.9500756429652042
79,1420,262,88,108,539,636,66,49,114,567,669,166,0.9053917550251367,0.49999977598927614,2840.0012723814816,0.9473684210526315,0.9506172839506173,0.9506726457399103
79,1414,235,61,53,526,572,73,78,56,553,602,184,0.9059117548894684,0.4999997738752669,2828.0012789620687,0.9464285714285714,0.9511754068716094,0.9501661129568106
87,1423,260,48,58,600,552,50,61,61,635,584,186,0.905806264245748,0.49999977983742316,2846.001253165939,0.9508196721311475,0.9448818897637795,0.9452054794520548
82,1395,241,54,73,564,646,35,35,82,630,722,166,0.905160241744304,0.49999979427940394,2790.001147921398,0.8902439024390244,0.8952380952380953,0.8947368421052632
72,1352,245,59,83,532,733,60,52,87,560,771,155,0.9055489589222269,0.49999975273035147,2704.001337234921,0.9540229885057471,0.95,0.9507133592736705
84,1464,246,54,118,528,641,35,26,124,555,674,186,0.903873700904011,0.4999997891718671,2928.0012346100666,0.9516129032258065,0.9513513513513514,0.9510385756676558
101,1603,253,56,162,670.25,601,56,46,169,705,628,186,0.9043538843030066,0.4999998217865894,3206.001142704796,0.9585798816568047,0.950709219858156,0.9570063694267515
94,1429,204,61,118,632,562,46,42,124,665,591,186,0.9038205381394819,0.4999997786640071,2858.0012651570955,0.9516129032258065,0.9503759398496241,0.9509306260575296
97,1491,234,48,173,670.25,656,42,36,182,757,690,158,0.9050009918928839,0.4999997966342149,2982.0012128740354,0.9505494505494505,0.8854029062087186,0.9507246376811594
98,1416,219,37,147,637,665,55,37,155,670,700,159,0.905160241744304,0.4999997747849196,2832.0012756187903,0.9483870967741935,0.9507462686567164,0.95
97,1500,211,31,168,641,718,35,31,177,674,755,186,0.9048993990604778,0.499999799203561,3000.001204779118,0.9491525423728814,0.9510385756676558,0.9509933774834437
117,1439,198,41,164,670,703,35,35,173,705,740,156,0.9049676543262872,0.4999997818685662,2878.0012555650806,0.9479768786127167,0.950354609929078,0.95
