Wins,Bat_H,Bat_2B,Bat_3B,Bat_HR,Bat_BB,Bat_SO,Base_SB,Base_CS,Pitch_H,Pitch_HR,Pitch_BB,Pitch_SO,Field_E,Field_DP,winsor_Field_E_trans,winsor_Pitch_H_trans,Ratio_Bat_H_Pitch_H,Ratio_Bat_HR_Pitch_HR,Ratio_Bat_BB_Pitch_BB,Ratio_Bat_SO_Pitch_SO
54,1389,183,42,59,634,563,49,50,1480,63,676,600,164,187,0.9057621751673173,0.49999977173119065,0.9385135135135135,0.9365079365079365,0.9378698224852071,0.9383333333333334
63,1439,181,49,98,580,595,35,24.450000000000003,1514,103,610,626,142,187,0.9051906798317156,0.4999997818685662,0.9504623513870541,0.9514563106796117,0.9508196721311475,0.950479233226837
85,1528,241,67,90,627,551,104,74,1607,95,660,580,159,185,0.9056468509206721,0.49999980638533426,0.9508400746733043,0.9473684210526315,0.95,0.95
85,1406,209,40,84,569,548,64,40,1479,88,599,576,129,166,0.9047562132058619,0.49999977142240637,0.9506423258958756,0.9545454545454546,0.9499165275459098,0.9513888888888888
94,1415,238,56,78,632,558,77,58,1489,82,665,587,131,151,0.9048289537991392,0.49999977448231286,0.9503022162525184,0.9512195121951219,0.9503759398496241,0.9505962521294719
99,1454,214,49,99,635,564,103,61,1530,104,668,593,114,157,0.9041248489082961,0.4999997864069375,0.9503267973856209,0.9519230769230769,0.9505988023952096,0.9510961214165261
89,1485,229,45,135,651,694,74,35,1562,142,685,730,128,168,0.9047189473957922,0.49999979506886505,0.9507042253521126,0.9507042253521126,0.9503649635036496,0.9506849315068493
99,1394,231,48,102,610,667,119,56,1466,107,642,702,137,148,0.9050338186328274,0.49999976735053203,0.9508867667121419,0.9532710280373832,0.9501557632398754,0.9501424501424501
85,1415,250,56,92,620,674,76,40,1415,92,620,674,110,153,0.9039258492063404,0.49999975027781596,1,1,1,1
94,1379,208,40,114,571,896,64,28,1379,114,571,896,130,163,0.9047928772621397,0.4999997370691944,1,1,1,1
95,1354,200,38,125,533,916,50,33,1354,125,533,916,126,156,0.9046425512590116,0.49999972727014874,1,1,1,1
68,1346,210,27,112,552,844,54,24.450000000000003,1346,112,552,844,122,163,0.9044818582246311,0.4999997240185548,1,1,1,1
92,1271,179,29,114,538,1042,105,55,1337,120,566,1096,142,143,0.9051906798317156,0.4999997202905175,0.9506357516828721,0.95,0.950530035335689,0.9507299270072993
81,1511,228,23,137,525,869,65,54,1530,139,532,880,149,187,0.9053917550251367,0.4999997864069375,0.9875816993464053,0.9856115107913669,0.9868421052631579,0.9875
75,1409,210,38,95,615,805,102,54,1418,96,619,810,141,156,0.905160241744304,0.49999975133335056,0.9936530324400564,0.9895833333333334,0.9935379644588045,0.9938271604938271
64,1419,210,46,73,474,744,121,53,1428,73,477,749,131,156,0.9048289537991392,0.4999997548038823,0.9936974789915967,1,0.9937106918238994,0.9933244325767691
90,1568,254,52,192,559,666,42,44,1568,192,559,666,159,125,0.9056468509206721,0.4999997966342149,1,1,1,1
71,1432,222,41,107,412,629,84,68,1441,108,415,633,139,131,0.9050979851781847,0.4999997592080062,0.9937543372657877,0.9907407407407407,0.9927710843373494,0.9936808846761453
74,1524,294,33,129,460,676,98,63,1543,131,466,684,175,144,0.9059915959240611,0.4999997899908814,0.9876863253402463,0.9847328244274809,0.9871244635193133,0.9883040935672515
71,1426,258,38,92,404,678,69,55,1444,93,409,686,173,164,0.9059521599894056,0.49999976020748765,0.9875346260387812,0.989247311827957,0.9877750611246944,0.9883381924198251
83,1501,206,41,116,492,792,131,67,2294,177,752,1169,133,173,0.9048993990604778,0.499999904986968,0.6543156059285091,0.655367231638418,0.6542553191489362,0.6775021385799829
87,1523,266,52,136,533,866,136,58,1523,136,533,866,154,173,0.9055236510799471,0.499999784438996,1,1,1,1
99,1439,270,42,157,527,888,165,50,1439,157,527,888,120,158,0.9043972888920141,0.49999975853820966,1,1,1,1
74,1360,225,38,172,523,883,109,49,1360,172,523,883,122,160,0.9044818582246311,0.49999972967128026,1,1,1,1
72,1335,197,34,121,487,940,115,54,1335,121,487,940,117,142,0.9042647362991719,0.4999997194518088,1,1,1,1
77,1427,283,36,173,487,971,138,52,1427,173,487,971,115,174,0.9041723296466183,0.49999975446010936,1,1,1,1
69,1502,264,36,95,467,878,98,52,1511,96,470,883,152,177,0.9054719858792476,0.49999978100153253,0.9940436796823295,0.9895833333333334,0.9936170212765958,0.9943374858437146
94,1393,251,44,106,478,903,140,90,1393,106,478,903,124,169,0.904563565439822,0.49999974232767774,1,1,1,1
87,1464,226,39,139,610,896,134,74,1464,139,610,896,116,151,0.9042189511918559,0.49999976671444357,1,1,1,1
86,1434,269,36,110,622,784,160,57,1434,110,622,784,129,134,0.9047562132058619,0.4999997568514401,1,1,1,1
94,1454,228,44,162,604,834,106,57,1454,162,604,834,112,153,0.9040272146641541,0.4999997634945292,1,1,1,1
77,1594,284,42,164,648,863,124,44,1793,185,729,971,122,147,0.9044818582246311,0.49999984447169993,0.8890128276631344,0.8864864864864865,0.8888888888888888,0.8887744593202883
85,1586,284,33,195,670,927,105,41,1586,195,701,927,109,145,0.903873700904011,0.4999998012241412,1,1,0.9557774607703281,1
80,1516,291,38,198,551,916,127,46,1516,198,551,916,140,161,0.9051293469230596,0.4999997824437312,1,1,1,1
75,1573,300,37,163,502,815,111,50,1583,164,505,820,137,149,0.9050338186328274,0.49999980047001286,0.9936828806064435,0.9939024390243902,0.994059405940594,0.9939024390243902
95,1615,319,33,199,591,960,119,42,1615,211,591,960,133,187,0.9048993990604778,0.49999980829874724,1,0.943127962085308,1,1
81,1475,289,29,199,555,952,75,31,1475,211,555,952,100.75,157,0.9034018852397274,0.49999977018098246,1,0.943127962085308,1,1
86,1445,303,23,199,519,916,77,29,1445,211,519,916,100.75,154,0.9034018852397274,0.4999997605392656,1,0.943127962085308,1,1
90,1586,291,23,199,502,1056,93,48,1586,211,502,1056,100.75,145,0.9034018852397274,0.4999998012241412,1,0.943127962085308,1,1
111,1610,192,95,13.75,243.75,413,300.8499999999999,91,2642.5,20,419,836,652,97,0.9083615608169077,0.49999992839555013,0.609271523178808,0.6875,0.5817422434367542,0.49401913875598086
101,1589,202,107,56,243.75,431,300.8499999999999,91,2627,93,380,712,595,115,0.9082843454277266,0.4999999275480867,0.6048724781119147,0.6021505376344086,0.6414473684210527,0.6053370786516854
91,1513,166,107,38,243.75,608,300.8499999999999,91,2188,55,369.75,879,603,97,0.9082961083349883,0.4999998955579545,0.6914990859232175,0.6909090909090909,0.6592292089249493,0.6916951080773607
76,1438,170,107,53,439,743,217,58,1688,62,515,872,681,97,0.9083956518962292,0.49999982452101255,0.8518957345971564,0.8548387096774194,0.8524271844660194,0.8520642201834863
97,1542,215,107,44,458,439,300.8499999999999,78,1850,53,550,527,581,129,0.9082629410583473,0.49999985390796203,0.8335135135135135,0.8301886792452831,0.8327272727272728,0.8330170777988615
97,1404,166,99,39,417,671,300.8499999999999,91,1697,47,504,811,551,127,0.9082132202916117,0.49999982637737433,0.8273423688862699,0.8297872340425532,0.8273809523809523,0.8273736128236745
82,1512,204,82,37,670,354.70000000000005,300.8499999999999,91,1914,47,755.5,420,406,163,0.90786282338102,0.49999986351461867,0.7899686520376176,0.7872340425531915,0.886829913964262,0.8445238095238097
82,1738,293,107,45,516,354.70000000000005,300.8499999999999,91,2166,56,643,420,470,97,0.908045467746919,0.49999989342555007,0.8024007386888273,0.8035714285714286,0.80248833592535,0.8445238095238097
90,1554,210,107,14,524,354.70000000000005,246,91,1678,17,566,420,366,97,0.9077144030524162,0.49999982242325486,0.9261025029797377,0.8235294117647058,0.9257950530035336,0.8445238095238097
72,1556,207,97,38,388,476,213,91,1813,44,452,555,397,140,0.9078321640939631,0.49999984788417534,0.858246001103144,0.8636363636363636,0.8584070796460177,0.8576576576576577
86,1630,266,107,33,470,431,168,58,1900,38,548,512,364,98,0.9077060812285946,0.49999986149584486,0.8578947368421053,0.868421052631579,0.8576642335766423,0.841796875
93,1410,200,97,22,422,396,190,91,1493,23,447,436,319,97,0.9074897386520254,0.4999997756890943,0.9444072337575352,0.9565217391304348,0.9440715883668904,0.908256880733945
84,1483,169,107,29,460,354.70000000000005,192,91,1570,31,487,420,328,129,0.9075379998055296,0.49999979715201426,0.9445859872611465,0.9354838709677419,0.944558521560575,0.8445238095238097
69,1285,166,76,17,424,440,182,91,1379,18,455,462,279,104,0.9072354871359474,0.4999997370691944,0.9318346627991299,0.9444444444444444,0.9318681318681319,0.9523809523809523
70,1298,166,95,16,394,474,167,91,1374,17,417,512,240,125,0.9069012578432527,0.49999973515209684,0.9446870451237264,0.9411764705882353,0.9448441247002398,0.92578125
77,1166,166,81,15,391,622,206,91,1316,17,411,770,268,97,0.9071515463779833,0.49999971129239384,0.8860182370820668,0.8823529411764706,0.9513381995133819,0.8077922077922078
79,1387,194,94,22,507,521,263,91,1469,23,537,552,262,108,0.907102636643071,0.4999997682997978,0.9441797140912185,0.9565217391304348,0.9441340782122905,0.9438405797101449
68,1418,180,102,29,485,613,239,91,1501,31,514,649,266,110,0.9071355005195342,0.49999977807377805,0.9447035309793471,0.9354838709677419,0.943579766536965,0.9445300462249615
86,1500,209,106,19,385,383,162,87,1898,24,487,485,243,161,0.9069309754239071,0.49999986120379614,0.7903055848261328,0.7916666666666666,0.7905544147843943,0.7896907216494845
96,1584,249,100,47,462,386,101,91,1666,49,486,420,212,151,0.9065811162981795,0.4999998198559136,0.9507803121248499,0.9591836734693877,0.9506172839506173,0.919047619047619
85,1578,234,95,47,433,354.70000000000005,114,91,1671,50,458,420,215,170,0.9066196117098342,0.4999998209323622,0.9443447037701975,0.94,0.9454148471615721,0.8445238095238097
79,1524,235,82,31,426,354.70000000000005,66,57,1614,33,451,420,175,169,0.9059915959240611,0.4999998080611256,0.9442379182156134,0.9393939393939394,0.9445676274944568,0.8445238095238097
83,1544,244,71,34,411,354.70000000000005,88,59,1646,36,438,420,173,187,0.9059521599894056,0.49999981545157524,0.9380315917375456,0.9444444444444444,0.9383561643835616,0.8445238095238097
69,1555,271,83,36,433,365,141,59,1636,38,455,420,170,156,0.9058911778520482,0.4999998131885869,0.9504889975550123,0.9473684210526315,0.9516483516483516,0.8690476190476191
61,1514,254,74,22,424,487,35,59,1593,23,446,512,174,187,0.9059719969443657,0.4999998029672346,0.9504080351537979,0.9565217391304348,0.9506726457399103,0.951171875
56,1532,244,70,59,336,571,36,43,1644,63,369.75,613,194,146,0.9063238055384143,0.4999998150022792,0.9318734793187348,0.9365079365079365,0.9087221095334685,0.9314845024469821
78,1553,236,77,86,431,614,72,40,1634,90,453,646,201,158,0.906429622463641,0.4999998127309963,0.9504283965728274,0.9555555555555556,0.9514348785871964,0.9504643962848297
59,1398,226,62,77,460,616,56,24.450000000000003,1471,81,484,648,219,146,0.906669217752115,0.49999976892941767,0.9503738953093134,0.9506172839506173,0.9504132231404959,0.9506172839506173
102,1571,283,63,103,526,566,48,42,1653,108,553,595,167,179,0.9058278931416256,0.4999998170112893,0.9503932244404114,0.9537037037037037,0.9511754068716094,0.9512605042016806
106,1511,280,40,94,480,533,76,49,1600,100,508,564,124,167,0.904563565439822,0.4999998046875,0.944375,0.94,0.9448818897637795,0.9450354609929078
93,1355,224,35,67,502,450,72,62,1425,70,528,473,158,155,0.9056228657270091,0.4999997537703909,0.9508771929824561,0.9571428571428572,0.9507575757575758,0.9513742071881607
81,1296,211,42,70,515,585,45,39,1381,75,549,623,187,168,0.90620965507768525,0.4999997378302094,0.9384503982621288,0.9333333333333333,0.9380692167577414,0.9390048154093098
94,1410,241,33,54,445,411,54,55,1483,57,468,432,145,161,0.9052793512697525,0.4999997726537986,0.9507754551584626,0.9473684210526315,0.9508547008547008,0.9513888888888888
70,1328,217,35,68,519,635,86,56,1397,72,546,668,160,187,0.9056705214073335,0.4999997438011405,0.9506084466714388,0.9444444444444444,0.9505494505494505,0.9505988023952096
68,1340,234,39,110,506,620,44,40,1419,116,536,656,162,143,0.9057169423371344,0.49999975168370864,0.9443269908386187,0.9482758620689655,0.9440298507462687,0.9451219512195121
65,1497,278,37,90,451,588,35,48,1575,95,474,619,143,158,0.90522067108304,0.49999979843789366,0.9504761904761905,0.9473684210526315,0.9514767932489452,0.9499192245557351
70,1446,272,29,105,534,526,39,55,1531,111,565,557,148,140,0.905364252042837,0.49999978668587064,0.9444807315480078,0.9459459459459459,0.9451327433628318,0.9443447037701975
72,1469,200,36,175,510,737,35,24.450000000000003,1545,184,536,775,136,185,0.9050009918928839,0.4999997905342424,0.9508090614886732,0.9510869565217391,0.9514925373134329,0.9509677419354838
79,1498,227,29,190,585,691,54,38,1576,200,615,727,146,178,0.9053080586312758,0.499999798693602,0.950507614213198,0.95,0.9512195121951219,0.9504814305364512
80,1430,255,42,129,602,805,64,40,1504,136,633,847,104,156,0.9035971369638471,0.49999977895823905,0.9507978723404256,0.9485294117647058,0.9510268562401264,0.9504132231404959
78,1523,271,36,169,525,803,68,29,1602,178,552,845,133,165,0.9048993990604778,0.49999980517486725,0.9506866416978776,0.949438202247191,0.9510869565217391,0.9502958579881656
70,1393,242,42,147,539,903,77,39,1465,155,567,950,131,163,0.9048289537991392,0.4999997670328134,0.9508532423208191,0.9483870967741935,0.9506172839506173,0.9505263157894737
98,1487,260,37,166,445,801,74,35,1564,175,468,843,141,130,0.905160241744304,0.4999997955926505,0.9507672634271099,0.9485714285714286,0.9508547008547008,0.9501779359430605
98,1523,252,40,167,498,903,66,39,1523,167,498,903,143,144,0.90522067108304,0.499999784438996,1,1,1,1
86,1333,225,44,122,474,960,92,58,1333,122,474,960,135,127,0.9049676543262872,0.49999971860932224,1,1,1,1
92,1383,220,38,130,457,974,90,36,1383,130,457,974,130,137,0.9047928772621397,0.4999997385879252,1,1,1,1
89,1544,268,61,183,538,1003,82,40,1544,183,538,1003,117,142,0.9042647362991719,0.49999979026282587,1,1,1,1
77,1452,235,33,151,399,888,71,51,1470,153,404,899,124,135,0.904563565439822,0.49999976861492895,0.9877551020408163,0.9869281045751634,0.9876237623762376,0.9877641824249166
102,1498,253,45,191,547,984,115,52,1498,191,547,984,151,173,0.9054456141502872,0.4999997771839979,1,1,1,1
99,1398,232,34,137,639,947,148,55,1398,137,639,947,115,162,0.9041723296466183,0.4999997441675314,1,1,1,1
108,1515,278,37,124,670,916,168,36,1515,124,691,916,102,173,0.9034785283468666,0.4999997821564335,1,1,0.9696092619392185,1
102,1599,271,63,141,670,902,210,57,1599,141,681,902,102,157,0.9034785283468666,0.4999998044431303,1,1,0.9838472834067548,1
88,1513,269,42,181,600,911,170,64,1513,181,600,911,100.75,154,0.9034018852397274,0.499999781580128,1,1,1,1
89,1445,256,45,113,537,852,156,43,1445,113,537,852,106,144,0.9037110504674845,0.4999997605392656,1,1,1,1
99,1458,285,36,96,563,830,87,56,2187,144,755.5,1169,120,149,0.9043972888920141,0.49999989546242096,0.6666666666666666,0.6666666666666666,0.7452018530774321,0.7100085543199316
61,1375,228,34,82,470,817,131,69,1375,82,470,817,128,158,0.9047189473957922,0.49999973553719007,1,1,1,1
74,1274,236,35,107,588,1006,154,77,1316,107,588,1006,114,121,0.9041248489082961,0.49999971129239384,0.9680851063829787,1,1,1
70,1342,238,30,106,566,978,160,63,1342,106,566,978,139,116,0.9050979851781847,0.499999722370908,1,1,1,1
90,1394,251,34,115,580,861,160,70,1403,116,584,866,122,143,0.9044818582246311,0.4999997459877495,0.9935851746258019,0.9913793103448276,0.9931506849315068,0.9942263279445728
86,1404,237,35,144,586,920,177,53,1404,144,586,920,140,160,0.9051293469230596,0.4999997463494614,1,1,1,1
88,1342,248,25,123,482,928,208,56,1350,124,485,934,122,132,0.9044818582246311,0.4999997256515775,0.9940740740740741,0.9919354838709677,0.9938144329896907,0.9935760171306209
75,1362,243,28,128,493,1028,128,71,1362,128,493,1028,121,108,0.9044399404907298,0.4999997304646143,1,1,1,1
91,1466,284,40,125,466,913,166,66,1466,125,466,913,102,126,0.9034785283468666,0.49999976735053203,1,1,1,1
73,1457,261,28,137,485,1025,142,59,1457,137,485,1025,120,133,0.9043972888920141,0.499999764467468,1,1,1,1
94,1623,300,51,176,551,1049,169,72,2306,211,755.5,1169,104,129,0.9035971369638471,0.4999999059732558,0.7038161318300087,0.8341232227488151,0.7293183322303111,0.8973481608212147
81,1398,259,36,191,604,1105.8999999999999,171,63,1398,191,604,1134,121,145,0.9044399404907298,0.4999997441675314,1,1,1,0.9752204585537918
77,1441,298,28,138,608,1105.8999999999999,95,42,1441,138,608,1107,122,142,0.9044818582246311,0.4999997592080062,1,1,1,0.9990063233965671
95,1527,310,37,199,566,1105.8999999999999,163,54,1518,207,563,1111,104,136,0.9035971369638471,0.4999997830166244,1.0059288537549407,0.961352657004831,1.0053285968028418,0.9954095409540953
66,1464,304,23,176,468,1105.8999999999999,103,54,1464,176,468,1169,138,136,0.9050661460170323,0.49999976671444357,1,1,1,0.946022241231822
78,1386,297,23,169,583,1105.8999999999999,116,52,1386,169,583,1169,120,169,0.9043972888920141,0.49999973971835443,1,1,1,0.946022241231822
69,1349,239,23,182,524,1105.8999999999999,80,34,1349,182,524,1169,141,152,0.905160241744304,0.49999972524468334,1,1,1,0.946022241231822
76,1380,287,28,194,599,1105.8999999999999,77,25,1380,194,599,1169,113,123,0.9040764853957337,0.4999997374501155,1,1,1,0.946022241231822
73,1453,319,23,199,611,1105.8999999999999,72,24.450000000000003,1453,211,611,1169,104,133,0.9035971369638471,0.49999976316887623,1,0.943127962085308,1,0.946022241231822
70,1358,170,94,45,670,624,266,91,2200,73,755.5,1011,630,119,0.9083334961685186,0.49999989669421485,0.6172727272727273,0.6164383561643836,0.886829913964262,0.6172106824925816
64,1562,235,81,14,289,388,149,62,1861,17,369.75,462,392,118,0.9078144919104668,0.49999985562989974,0.8393336915636754,0.8235294117647058,0.7816091954022989,0.8398268398268398
82,1669,295,81,39,367,424,167,67,1988,46,437,505,342,114,0.9076077812133455,0.4999998734863912,0.8395372233400402,0.8478260869565217,0.8398169336384439,0.8396039603960396
89,1464,267,107,36,300,689,203,76,1694,42,369.75,797,373,115,0.9077427920456207,0.49999982576187363,0.8642266824085005,0.8571428571428571,0.8113590263691683,0.8644918444165621
92,1438,241,97,29,329,766,191,91,1543,31,369.75,822,274,97,0.9071982094673894,0.4999997899908814,0.931950745301361,0.9354838709677419,0.889790398918188,0.9318734793187348
80,1386,222,76,19,301,505,198,91,1458,20,369.75,546,245,97,0.9069503628107101,0.4999997647904471,0.9506172839506173,0.95,0.8140635564570656,0.924908424908425
94,1605,254,77,13.75,349,460,215,91,1699,17,370,420,230,118,0.9067963106443999,0.499999826785898,0.9446733372572101,0.8088235294117647,0.9432432432432433,1.0952380952380953
75,1288,183,86,13.75,300,509,184,91,1364,17,369.75,584,293,116,0.9073327712055688,0.4999997312544612,0.9442815249266863,0.8088235294117647,0.8113590263691683,0.8715753424657534
85,1589,252,86,21,375,447,221,64,1682,22,397,463,320,114,0.907495241814598,0.49999982326684866,0.9447086801426873,0.9545454545454546,0.9445843828715366,0.9654427645788337
93,1288,229,67,14,578,627,221,91,1355,17,608,660,255,143,0.907042516877073,0.49999972767255346,0.9505535055350554,0.8235294117647058,0.9506578947368421,0.95
93,1383,225,85,13.75,626,492,210,91,1764,17,755.5,628,264,105,0.9071191992897084,0.4999998393159229,0.7840136054421769,0.8088235294117647,0.828590337524818,0.7834394904458599
103,1656,316,100,37,604,399,77,91,1742,39,635,420,195,130,0.9063394108319476,0.499999835231684,0.9506314580941446,0.9487179487179487,0.9511811023622048,0.95
99,1742,319,95,44,655,396,53,44,1832,46,689,420,215,130,0.9066196117098342,0.4999998510230545,0.9508733624454149,0.9565217391304348,0.9506531204644412,0.9428571428571428
82,1624,319,77,34,583,354.70000000000005,94,61,1708,36,613,420,211,147,0.9065680289742206,0.49999982860653,0.9508196721311475,0.9444444444444444,0.9510603588907015,0.8445238095238097
87,1688,319,79,62,670,407,84,82,1787,66,709,431,240,151,0.9069012578432527,0.4999998434255484,0.9445998880805819,0.9393939393939394,0.9449929478138223,0.9443155452436195
74,1697,300,61,55,547,399,95,81,1785,58,575,420,223,154,0.9067169569161191,0.4999998430744847,0.9507002801120448,0.9482758620689655,0.951304347826087,0.95
70,1558,319,55,28,403,388,67,76,1650,30,427,420,214,155,0.9066069058155478,0.4999998163452709,0.9442424242424242,0.9333333333333333,0.9437939110070258,0.9238095238095239
85,1740,319,62,76,515,485,54,49,1830,80,542,510,247,164,0.9069694206674218,0.4999998506972439,0.9508196721311475,0.95,0.9501845018450185,0.9509803921568627
80,1466,234,83,54,481,457,39,43,1573,58,516,490,168,136,0.9058492517569943,0.4999997979250132,0.9319771137952956,0.9310344827586207,0.9321705426356589,0.9326530612244898
87,1577,319,80,108,600,580,82,54,1659,114,631,610,165,161,0.9057843599898309,0.4999998183325031,0.9505726341169379,0.9473684210526315,0.9508716323296355,0.9508196721311475
92,1605,319,95,120,586,645,88,38,1711,128,625,687,162,155,0.9057169423371344,0.4999998292070322,0.9380479251899474,0.9375,0.9376,0.9388646288209607
92,1567,306,83,89,586,604,76,48,1648,94,616,635,189,156,0.9062431756823809,0.4999998158992365,0.9508495145631068,0.9468085106382979,0.9512987012987013,0.9511811023622048
94,1496,302,64,106,546,628,56,38,1574,112,574,661,156,173,0.9055739261915361,0.4999997981816978,0.9504447268106735,0.9464285714285714,0.9512195121951219,0.9500756429652042
79,1420,262,88,108,539,636,66,49,1494,114,567,669,149,166,0.9053917550251367,0.49999977598927614,0.9504685408299867,0.9473684210526315,0.9506172839506173,0.9506726457399103
87,1423,260,48,58,600,552,50,61,1507,61,635,584,166,187,0.905806264245748,0.49999977983742316,0.9442601194426012,0.9508196721311475,0.9448818897637795,0.9452054794520548
82,1395,241,54,73,564,646,35,35,1559,82,630,722,141,166,0.905160241744304,0.49999979427940394,0.8948043617703656,0.8902439024390244,0.8952380952380953,0.8947368421052632
72,1352,245,59,83,532,733,60,52,1422,87,560,771,155,155,0.9055489589222269,0.49999975273035147,0.9507735583684951,0.9540229885057471,0.95,0.9507133592736705
84,1464,246,54,118,528,641,35,26,1540,124,555,674,109,187,0.903873700904011,0.4999997891718671,0.9506493506493506,0.9516129032258065,0.9513513513513514,0.9510385756676558
101,1603,253,56,162,670,601,56,46,1675,169,705,628,119,187,0.9043538843030066,0.4999998217865894,0.9570149253731344,0.9585798816568047,0.950354609929078,0.9570063694267515
97,1491,234,48,173,670,656,42,36,1568,182,755.5,690,136,158,0.9050009918928839,0.4999997966342149,0.9508928571428571,0.9505494505494505,0.886829913964262,0.9507246376811594
98,1416,219,37,147,637,665,55,37,1490,155,670,700,141,159,0.905160241744304,0.4999997747849196,0.9503355704697987,0.9483870967741935,0.9507462686567164,0.95
97,1500,211,31,168,641,718,35,31,1578,177,674,755,133,187,0.9048993990604778,0.499999799203561,0.9505703422053232,0.9491525423728814,0.9510385756676558,0.9509933774834437
117,1439,198,41,164,670,703,35,35,1514,173,705,740,135,156,0.9049676543262872,0.4999997818685662,0.9504623513870541,0.9479768786127167,0.950354609929078,0.95
93,1321,209,24,161,670,804,42,34,1390,169,753,846,136,137,0.9050009918928839,0.49999974121422286,0.9503597122302159,0.9526627218934911,0.8897742363877822,0.950354609929078
80,1381,211,28,148,626,832,42,50,1462,157,663,881,156,163,0.9055739261915361,0.4999997660757428,0.9445964432284542,0.9426751592356688,0.9441930618401206,0.9443813847900113
82,1419,222,33,170,523,867,53,52,1502,180,554,918,161,181,0.9056938832446803,0.4999997783691873,0.9447403462050599,0.9444444444444444,0.944043321299639,0.9444444444444444
94,1462,227,26,176,455,758,35,38,1538,185,479,797,134,145,0.9049337941110167,0.49999978862319294,0.9505851755526658,0.9513513513513514,0.9498956158663883,0.9510664993726474
78,1502,259,39,151,495,724,35,24.450000000000003,1511,152,498,728,140,143,0.9051293469230596,0.49999978100153253,0.9940436796823295,0.993421052631579,0.9939759036144579,0.9945054945054945
80,1341,202,23,180,502,939,35,24.450000000000003,1341,180,502,939,139,168,0.9050979851781847,0.49999972195669085,1,1,1,1
79,1314,214,29,169,469,1102,59,36,1316,169,469,1102,143,129,0.90522067108304,0.49999971129239384,0.9984802431610942,1,1,1
75,1282,213,35,131,413,984,53,65,1316,131,413,984,115,138,0.9041723296466183,0.49999971129239384,0.9741641337386018,1,1,1
87,1274,211,36,75,430,863,116,61,1316,75,433,868,127,131,0.9046810651376977,0.49999971129239384,0.9680851063829787,1,0.9930715935334873,0.9942396313364056
62,1280,174,24,120,538,912,86,37,1316,121,541,918,143,154,0.90522067108304,0.49999971129239384,0.9726443768996961,0.9917355371900827,0.9944547134935305,0.9934640522875817
76,1358,197,23,183,503,909,35,36,1358,183,503,909,133,168,0.9048993990604778,0.4999997288744385,1,1,1,1
75,1267,194,23,95,436,791,51,55,1316,99,453,821,115,163,0.9041723296466183,0.49999971129239384,0.9627659574468085,0.9595959595959596,0.9624724061810155,0.9634591961023142
77,1395,201,23,131,432,756,79,68,1395,131,432,756,143,157,0.90522067108304,0.4999997430659935,1,1,1,1
80,1436,205,25,156,535,680,108,91,1463,159,545,693,137,159,0.9050338186328274,0.4999997663954206,0.9815447710184553,0.9811320754716981,0.981651376146789,0.9812409812409812
83,1450,193,39,87,488,643,76,70,1477,89,497,655,123,162,0.9045230605819398,0.49999977080295516,0.9817197020988491,0.9775280898876404,0.9818913480885312,0.981679389312977
70,1426,227,46,108,497,711,65,64,1453,110,506,724,123,145,0.9045230605819398,0.49999976316887623,0.981417756366139,0.9818181818181818,0.9822134387351779,0.9820441988950276
82,1397,207,29,139,661,791,144,91,1406,140,665,796,127,150,0.9046810651376977,0.4999997470705714,0.9935988620199147,0.9928571428571429,0.9939849624060151,0.9937185929648241
80,1536,224,41,90,625,633,119,59,1555,91,633,641,106,145,0.9037110504674845,0.4999997932196731,0.9877813504823151,0.989010989010989,0.9873617693522907,0.9875195007800313
82,1450,236,33,61,539,596,187,58,2281,96,755.5,937,137,143,0.9050338186328274,0.4999999039008749,0.6356861025865849,0.6354166666666666,0.71343481138319,0.6360725720384205
70,1451,249,31,86,605,691,109,71,1451,86,605,691,122,174,0.9044818582246311,0.4999997625155493,1,1,1,1
75,1498,222,39,123,600,815,126,77,1498,123,600,815,146,163,0.9053080586312758,0.4999997771839979,1,1,1,1
60,1465,254,31,116,492,817,132,72,1465,116,492,817,141,161,0.905160241744304,0.4999997670328134,1,1,1,1
84,1620,270,45,157,456,944,141,54,1620,157,456,944,156,148,0.9055739261915361,0.4999998094802622,1,1,1,1
61,1476,267,30,187,489,977,140,54,1476,187,489,977,152,128,0.9054719858792476,0.4999997704922849,1,1,1,1
73,1340,221,26,127,499,934,74,51,1340,127,499,934,118,126,0.9043097069334213,0.499999721541546,1,1,1,1
77,1465,266,41,110,458,836,107,52,1465,110,458,836,117,146,0.9042647362991719,0.4999997670328134,1,1,1,1
57,1390,236,26,79,449,888,84,58,1390,79,449,888,142,150,0.9051906798317156,0.49999974121422286,1,1,1,1
76,1495,227,24,127,448,885,144,67,1495,127,448,885,141,176,0.905160241744304,0.49999977628885584,1,1,1,1
76,1547,264,31,141,488,843,159,55,1547,141,488,843,148,174,0.905364252042837,0.49999979107549736,1,1,1,1
95,1670,319,29,199,548,902,188,69,2394,211,755.5,1169,129,171,0.9047562132058619,0.49999991275878364,0.697577276524645,0.943127962085308,0.7253474520185308,0.7715996578272027
113,1644,314,26,199,610,862,149,60,1850,211,686,970,114,160,0.9041248489082961,0.49999985390796203,0.8886486486486487,0.943127962085308,0.8892128279883382,0.8886597938144329
87,1599,303,23,199,621,961,119,59,1609,211,625,967,109,160,0.903873700904011,0.49999980686636425,0.9937849596022374,0.943127962085308,0.9936,0.9937952430196484
