Wins,Bat_H,Bat_2B,Bat_3B,Bat_HR,Bat_BB,Bat_SO,Base_SB,Base_CS,Pitch_H,Pitch_HR,Pitch_BB,Pitch_SO,Field_E,Field_DP,field_e,pitch_h,Ratio_Bat_H_Pitch_H,Ratio_Bat_HR_Pitch_HR,Ratio_Bat_BB_Pitch_BB,Ratio_Bat_SO_Pitch_SO
105,1348,160,85,19,549,504,230,193,1418,20,578,530,210,123,1.2326565865560943,0.49999975133335056,0.9506346967559943,0.95,0.9498269896193772,0.9509433962264151
65,1587,255,86,37,468,499,102,98,1669,39,492,525,209,163,1.2325902319876727,0.49999982050294356,0.950868783702816,0.9487179487179487,0.9512195121951219,0.9504761904761905
81,1539,256,65,47,507,487,112,88,1619,49,533,512,161,139,1.2285489126089886,0.4999998092448346,0.9505867819641755,0.9591836734693877,0.9512195121951219,0.951171875
83,1559,315,62,40,696,426,136,93,1640,42,732,448,208,170,1.232523303472344,0.4999998140987507,0.9506097560975609,0.9523809523809523,0.9508196721311475,0.9508928571428571
86,1597,332,64,34,589,403,128,82,1691,36,624,427,170,129,1.2294623439700076,0.49999982514309416,0.9444115907746895,0.9444444444444444,0.9439102564102564,0.9437939110070258
74,1517,302,65,38,522,412,95,79,1606,40,553,436,191,139,1.2312895893564022,0.499999806144145,0.9445828144458281,0.95,0.9439421338155516,0.944954128440367
76,1478,243,81,25,493,513,146,86,1555,26,519,540,194,157,1.231521418528896,0.4999997932196731,0.9504823151125402,0.9615384615384616,0.9499036608863198,0.95
63,1499,256,79,39,453,465,116,69,1598,42,483,496,203,163,1.232179775020719,0.4999998041983017,0.9380475594493116,0.9285714285714286,0.937888198757764,0.9375
65,1574,269,95,66,409,504,78,42,1656,69,430,530,245,143,1.2346687648278276,0.49999981767369134,0.9504830917874396,0.9565217391304348,0.9511627906976744,0.9509433962264151
59,1507,252,73,29,511,471,100,41,1596,31,541,499,260,139,1.2353805398896387,0.49999980370726316,0.9442355889724311,0.9354838709677419,0.944547134935305,0.9438877755511023
79,1556,279,45,79,618,432,49,30,1658,84,659,460,155,142,1.2278871533335383,0.4999998181132965,0.9384800965018094,0.9404761904761905,0.9377845220030349,0.9391304347826087
87,1713,303,60,64,734,447,71,31,1838,69,787,480,180,187,1.2303803159687867,0.4999998519941129,0.9319912948857454,0.927536231884058,0.9326556543837357,0.93125
71,1575,262,60,73,563,535,61,43,1724,80,616,586,213,170,1.2328522820995467,0.49999983177308477,0.9135730858468677,0.9125,0.913961038961039,0.9129692832764505
89,1526,231,59,67,609,528,119,64,1605,70,641,555,176,147,1.2300243978922214,0.4999998059025048,0.950778816199377,0.9571428571428572,0.9500780031201248,0.9513513513513514
86,1577,250,66,77,522,599,55,63,1659,81,549,630,195,131,1.2315972670505786,0.4999998183325031,0.9505726341169379,0.9506172839506173,0.9508196721311475,0.9507936507936507
81,1447,258,49,49,536,501,96,56,1522,52,564,527,189,153,1.231131361254056,0.4999997841556428,0.9507227332457293,0.9423076923076923,0.950354609929078,0.9506641366223909
72,1330,234,39,27,544,467,125,77,1456,30,595,511,189,158,1.231131361254056,0.4999997641438232,0.9134615384615384,0.9,0.9142857142857143,0.913894324853229
86,1364,203,48,35,590,611,182,92,1435,37,621,643,175,176,1.2299331329162813,0.49999975719020506,0.9505226480836237,0.9459459459459459,0.9500805152979066,0.9502332814930016
75,1375,221,58,24,462,471,69,49,1446,25,486,495,193,162,1.2314448629771304,0.49999976087035536,0.9508990318118948,0.96,0.9506172839506173,0.9515151515151515
77,1446,222,60,24,511,508,85,59,1572,26,556,552,196,151,1.2316724186477799,0.4999997976678386,0.9198473282442748,0.9230769230769231,0.9190647482014388,0.9202898550724637
78,1435,217,46,39,527,631,82,67,1510,41,554,664,182,179,1.2305529870850067,0.4999997807113723,0.9503311258278145,0.9512195121951219,0.9512635379061372,0.9503012048192772
74,1420,222,43,56,518,554,96,60,1494,59,545,583,163,189,1.2287597350659403,0.49999977598927614,0.9504685408299867,0.9491525423728814,0.9504587155963303,0.9502572898799314
54,1389,183,42,59,634,563,49,50,1480,63,676,600,164,188,1.2288634094464779,0.49999977173119065,0.9385135135135135,0.9365079365079365,0.9378698224852071,0.9383333333333334
63,1439,181,49,98,580,595,20,23,1514,103,610,626,142,190,1.2262819304902024,0.4999997818685662,0.9504623513870541,0.9514563106796117,0.9508196721311475,0.950479233226837
85,1528,241,67,90,627,551,104,74,1607,95,660,580,159,185,1.228333322775324,0.49999980638533426,0.9508400746733043,0.9473684210526315,0.95,0.95
85,1406,209,40,84,569,548,64,40,1479,88,599,576,129,166,1.2243883095152965,0.49999977142240637,0.9506423258958756,0.9545454545454546,0.9499165275459098,0.9513888888888888
94,1415,238,56,78,632,558,77,58,1489,82,665,587,131,151,1.224701604576266,0.49999977448231286,0.9503022162525184,0.9512195121951219,0.9503759398496241,0.9505962521294719
99,1454,214,49,99,635,564,103,61,1530,104,668,593,114,157,1.2217260730278052,0.4999997864069375,0.9503267973856209,0.9519230769230769,0.9505988023952096,0.9510961214165261
89,1485,229,45,135,651,694,74,35,1562,142,685,730,128,168,1.2242283611177172,0.49999979506886505,0.9507042253521126,0.9507042253521126,0.9503649635036496,0.9506849315068493
99,1394,231,48,102,610,667,119,56,1466,107,642,702,137,148,1.2255919233045867,0.49999976735053203,0.9508867667121419,0.9532710280373832,0.9501557632398754,0.9501424501424501
85,1415,250,56,92,620,674,76,40,1415,92,620,674,110,153,1.2209065070949485,0.49999975027781596,1,1,1,1
94,1379,208,40,114,571,896,64,28,1379,114,571,896,130,163,1.2245460415316793,0.4999997370691944,1,1,1,1
95,1354,200,38,125,533,916,50,33,1354,125,533,916,126,156,1.2239016184002114,0.49999972727014874,1,1,1,1
68,1346,210,27,112,552,844,54,22,1346,112,552,844,122,163,1.2232192861897602,0.4999997240185548,1,1,1,1
92,1271,179,29,114,538,1042,105,55,1337,120,566,1096,142,143,1.2262819304902024,0.4999997202905175,0.9506357516828721,0.95,0.950530035335689,0.9507299270072993
81,1511,228,23,137,525,869,65,54,1530,139,532,880,149,190,1.227177616529496,0.4999997864069375,0.9875816993464053,0.9856115107913669,0.9868421052631579,0.9875
75,1409,210,38,95,615,805,102,54,1418,96,619,810,141,156,1.2261474550535008,0.49999975133335056,0.9936530324400564,0.9895833333333334,0.9935379644588045,0.9938271604938271
64,1419,210,46,73,474,744,121,53,1428,73,477,749,131,156,1.224701604576266,0.4999997548038823,0.9936974789915967,1,0.9937106918238994,0.9933244325767691
90,1568,254,52,192,559,666,42,44,1568,192,559,666,159,125,1.228333322775324,0.4999997966342149,1,1,1,1
71,1432,222,41,107,412,629,84,68,1441,108,415,633,139,131,1.2258732861819563,0.4999997592080062,0.9937543372657877,0.9907407407407407,0.9927710843373494,0.9936808846761453
74,1524,294,33,129,460,676,98,63,1543,131,466,684,175,144,1.2299331329162813,0.4999997899908814,0.9876863253402463,0.9847328244274809,0.9871244635193133,0.9883040935672515
71,1426,258,38,92,404,678,69,55,1444,93,409,686,173,164,1.2297477569625839,0.49999976020748765,0.9875346260387812,0.989247311827957,0.9877750611246944,0.9883381924198251
83,1501,206,41,116,492,792,131,67,2294,177,752,1210,133,173,1.2250064066076989,0.499999904986968,0.6543156059285091,0.655367231638418,0.6542553191489362,0.6545454545454545
87,1523,266,52,136,533,866,136,58,1523,136,533,866,154,173,1.2277723558019096,0.499999784438996,1,1,1,1
99,1439,270,42,157,527,888,165,50,1439,157,527,888,120,158,1.2228628012010694,0.49999975853820966,1,1,1,1
74,1360,225,38,172,523,883,109,49,1360,172,523,883,122,160,1.2232192861897602,0.49999972967128026,1,1,1,1
72,1335,197,34,121,487,940,115,54,1335,121,487,940,117,142,1.2223075536112662,0.4999997194518088,1,1,1,1
77,1427,283,36,173,487,971,138,52,1427,173,487,971,115,174,1.2219229328464036,0.49999975446010936,1,1,1,1
69,1502,264,36,95,467,878,98,52,1511,96,470,883,152,177,1.2275386868532336,0.49999978100153253,0.9940436796823295,0.9895833333333334,0.9936170212765958,0.9943374858437146
94,1393,251,44,106,478,903,140,90,1393,106,478,903,124,169,1.2235654047663196,0.49999974232767774,1,1,1,1
87,1464,226,39,139,610,896,134,74,1464,139,610,896,116,151,1.2221167352973217,0.49999976671444357,1,1,1,1
86,1434,269,36,110,622,784,160,57,1434,110,622,784,129,134,1.2243883095152965,0.4999997568514401,1,1,1,1
94,1454,228,44,162,604,834,106,57,1454,162,604,834,112,153,1.2213228759570662,0.4999997634945292,1,1,1,1
77,1594,284,42,164,648,863,124,44,1793,185,729,971,122,147,1.2232192861897602,0.49999984447169993,0.8890128276631344,0.8864864864864865,0.8888888888888888,0.8887744593202883
85,1586,284,33,195,701,927,105,41,1586,195,701,927,109,145,1.2206931720557894,0.4999998012241412,1,1,1,1
80,1516,291,38,198,551,916,127,46,1516,198,551,916,140,161,1.226011251876914,0.4999997824437312,1,1,1,1
75,1573,300,37,163,502,815,111,50,1583,164,505,820,137,149,1.2255919233045867,0.49999980047001286,0.9936828806064435,0.9939024390243902,0.994059405940594,0.9939024390243902
95,1615,325,33,216,591,960,119,42,1615,216,591,960,133,190,1.2250064066076989,0.49999980829874724,1,1,1,1
81,1475,289,29,217,555,952,75,31,1475,217,555,952,97,157,1.2178269209828343,0.49999977018098246,1,1,1,1
86,1445,303,19,220,519,916,77,29,1445,220,519,916,93,154,1.2167245716983286,0.4999997605392656,1,1,1,1
90,1586,291,20,236,502,1056,93,48,1586,236,502,1056,90,145,1.2158401460298702,0.4999998012241412,1,1,1,1
90,1554,210,113,14,524,319,246,168,1678,15,566,345,366,111,1.238879478740532,0.49999982242325486,0.9261025029797377,0.9333333333333333,0.9257950530035336,0.9246376811594202
72,1556,207,97,38,388,476,213,201,1813,44,452,555,397,140,1.2395797627399283,0.49999984788417534,0.858246001103144,0.8636363636363636,0.8584070796460177,0.8576576576576577
86,1630,266,107,33,470,665,168,171,1900,38,548,768,364,98,1.2388306241274707,0.49999986149584486,0.8578947368421053,0.868421052631579,0.8576642335766423,0.8658854166666666
93,1410,200,97,22,422,748,190,168,1493,23,447,796,319,86,1.237586979673266,0.4999997756890943,0.9444072337575352,0.9565217391304348,0.9440715883668904,0.9396984924623115
84,1483,169,107,29,460,650,192,193,1570,31,487,684,328,129,1.2378602166004617,0.49999979715201426,0.9445859872611465,0.9354838709677419,0.944558521560575,0.9502923976608187
69,1285,150,76,17,424,666,182,112,1379,18,455,705,279,104,1.2361825898118837,0.4999997370691944,0.9318346627991299,0.9444444444444444,0.9318681318681319,0.9446808510638298
70,1298,133,95,16,394,873,167,78,1374,17,417,927,240,125,1.2344137721902206,0.49999973515209684,0.9446870451237264,0.9411764705882353,0.9448441247002398,0.941747572815534
77,1166,136,81,15,391,749,206,171,1227,16,411,797,268,76,1.2357307161305577,0.4999996678908211,0.9502852485737572,0.9375,0.9513381995133819,0.9397741530740276
79,1387,194,94,22,507,521,263,171,1469,23,537,552,262,108,1.2354698873963463,0.4999997682997978,0.9441797140912185,0.9565217391304348,0.9441340782122905,0.9438405797101449
68,1418,180,102,29,485,613,239,163,1501,31,514,649,266,110,1.2356449501923996,0.49999977807377805,0.9447035309793471,0.9354838709677419,0.943579766536965,0.9445300462249615
86,1500,209,106,19,385,383,162,95,1898,24,487,485,243,161,1.234567901234568,0.49999986120379614,0.7903055848261328,0.7916666666666666,0.7905544147843943,0.7896907216494845
96,1584,249,100,47,462,386,101,110,1666,49,486,406,212,151,1.2327876041954853,0.4999998198559136,0.9507803121248499,0.9591836734693877,0.9506172839506173,0.9507389162561576
85,1578,234,95,47,433,346,114,113,1671,50,458,366,215,170,1.23298001217527,0.4999998209323622,0.9443447037701975,0.94,0.9454148471615721,0.9453551912568307
79,1524,235,82,31,426,352,66,65,1614,33,451,373,175,169,1.2299331329162813,0.4999998080611256,0.9442379182156134,0.9393939393939394,0.9445676274944568,0.9436997319034852
83,1544,244,71,34,411,352,88,84,1646,36,438,375,173,207,1.2297477569625839,0.49999981545157524,0.9380315917375456,0.9444444444444444,0.9383561643835616,0.9386666666666666
69,1555,271,83,36,433,365,141,104,1636,38,455,384,170,156,1.2294623439700076,0.4999998131885869,0.9504889975550123,0.9473684210526315,0.9516483516483516,0.9505208333333334
61,1514,254,74,22,424,487,25,39,1593,23,446,512,174,204,1.2298409243607415,0.4999998029672346,0.9504080351537979,0.9565217391304348,0.9506726457399103,0.951171875
56,1532,244,70,59,336,571,36,54,1644,63,360,613,194,146,1.231521418528896,0.4999998150022792,0.9318734793187348,0.9365079365079365,0.9333333333333333,0.9314845024469821
78,1553,236,77,86,431,614,72,61,1634,90,453,646,201,158,1.2320380630716503,0.4999998127309963,0.9504283965728274,0.9555555555555556,0.9514348785871964,0.9504643962848297
59,1398,226,62,77,460,616,56,60,1471,81,484,648,219,146,1.233229163649049,0.49999976892941767,0.9503738953093134,0.9506172839506173,0.9504132231404959,0.9506172839506173
102,1571,283,63,103,526,566,48,51,1653,108,553,595,167,179,1.2291677184674341,0.4999998170112893,0.9503932244404114,0.9537037037037037,0.9511754068716094,0.9512605042016806
106,1511,280,40,94,480,533,76,46,1600,100,508,564,124,167,1.2235654047663196,0.4999998046875,0.944375,0.94,0.9448818897637795,0.9450354609929078
93,1355,224,35,67,502,450,72,56,1425,70,528,473,158,155,1.2282236873386954,0.4999997537703909,0.9508771929824561,0.9571428571428572,0.9507575757575758,0.9513742071881607
81,1296,211,42,70,515,585,45,68,1381,75,549,623,187,168,1.2309700902875331,0.4999997378302094,0.9384503982621288,0.9333333333333333,0.9380692167577414,0.9390048154093098
94,1410,241,33,54,445,411,54,44,1483,57,468,432,145,161,1.226675324457206,0.4999997726537986,0.9507754551584626,0.9473684210526315,0.9508547008547008,0.9513888888888888
70,1328,217,35,68,519,635,86,60,1397,72,546,668,160,202,1.2284417240396688,0.4999997438011405,0.9506084466714388,0.9444444444444444,0.9505494505494505,0.9505988023952096
68,1340,234,39,110,506,620,44,45,1419,116,536,656,162,143,1.2286549094564416,0.49999975168370864,0.9443269908386187,0.9482758620689655,0.9440298507462687,0.9451219512195121
65,1497,278,37,90,451,588,33,25,1575,95,474,619,143,158,1.2264147120406708,0.49999979843789366,0.9504761904761905,0.9473684210526315,0.9514767932489452,0.9499192245557351
70,1446,272,29,105,534,526,39,35,1531,111,565,557,148,140,1.227054335424285,0.49999978668587064,0.9444807315480078,0.9459459459459459,0.9451327433628318,0.9443447037701975
72,1469,200,36,175,510,737,26,21,1545,184,536,775,136,185,1.225448451644861,0.4999997905342424,0.9508090614886732,0.9510869565217391,0.9514925373134329,0.9509677419354838
79,1498,227,29,190,585,691,54,38,1576,200,615,727,146,178,1.226803218677934,0.499999798693602,0.950507614213198,0.95,0.9512195121951219,0.9504814305364512
80,1430,255,42,129,602,805,64,40,1504,136,633,847,104,156,1.2195713039865872,0.49999977895823905,0.9507978723404256,0.9485294117647058,0.9510268562401264,0.9504132231404959
78,1523,271,36,169,525,803,68,29,1602,178,552,845,133,165,1.2250064066076989,0.49999980517486725,0.9506866416978776,0.949438202247191,0.9510869565217391,0.9502958579881656
70,1393,242,42,147,539,903,77,39,1465,155,567,950,131,163,1.224701604576266,0.4999997670328134,0.9508532423208191,0.9483870967741935,0.9506172839506173,0.9505263157894737
98,1487,260,37,166,445,801,74,35,1564,175,468,843,141,130,1.2261474550535008,0.4999997955926505,0.9507672634271099,0.9485714285714286,0.9508547008547008,0.9501779359430605
98,1523,252,40,167,498,903,66,39,1523,167,498,903,143,144,1.2264147120406708,0.499999784438996,1,1,1,1
86,1333,225,44,122,474,960,92,58,1333,122,474,960,135,127,1.2253030684407724,0.49999971860932224,1,1,1,1
92,1383,220,38,130,457,974,90,36,1383,130,457,974,130,137,1.2245460415316793,0.4999997385879252,1,1,1,1
89,1544,268,61,183,538,1003,82,40,1544,183,538,1003,117,142,1.2223075536112662,0.49999979026282587,1,1,1,1
77,1452,235,33,151,399,888,71,51,1470,153,404,899,124,135,1.2235654047663196,0.49999976861492895,0.9877551020408163,0.9869281045751634,0.9876237623762376,0.9877641824249166
102,1498,253,45,191,547,984,115,52,1498,191,547,984,151,173,1.2274197651188437,0.4999997771839979,1,1,1,1
99,1398,232,34,137,639,947,148,55,1398,137,639,947,115,162,1.2219229328464036,0.4999997441675314,1,1,1,1
108,1515,278,37,124,691,916,168,36,1515,124,691,916,102,173,1.2190949197532805,0.4999997821564335,1,1,1,1
102,1599,271,63,141,681,902,210,57,1599,141,681,902,102,157,1.2190949197532805,0.4999998044431303,1,1,1,1
88,1513,269,42,181,600,911,170,64,1513,181,600,911,95,154,1.2172861898656304,0.499999781580128,1,1,1,1
89,1445,256,45,113,537,852,156,43,1445,113,537,852,106,144,1.2200314782734076,0.4999997605392656,1,1,1,1
99,1458,285,36,96,563,830,87,56,2187,144,845,1245,120,149,1.2228628012010694,0.49999989546242096,0.6666666666666666,0.6666666666666666,0.6662721893491125,0.6666666666666666
61,1375,228,34,82,470,817,131,69,1375,82,470,817,128,158,1.2242283611177172,0.49999973553719007,1,1,1,1
74,1274,236,35,107,588,1006,154,77,1274,107,588,1006,114,121,1.2217260730278052,0.49999969194295274,1,1,1,1
70,1342,238,30,106,566,978,160,63,1342,106,566,978,139,116,1.2258732861819563,0.499999722370908,1,1,1,1
90,1394,251,34,115,580,861,160,70,1403,116,584,866,122,143,1.2232192861897602,0.4999997459877495,0.9935851746258019,0.9913793103448276,0.9931506849315068,0.9942263279445728
86,1404,237,35,144,586,920,177,53,1404,144,586,920,140,160,1.226011251876914,0.4999997463494614,1,1,1,1
88,1342,248,25,123,482,928,208,56,1350,124,485,934,122,132,1.2232192861897602,0.4999997256515775,0.9940740740740741,0.9919354838709677,0.9938144329896907,0.9935760171306209
75,1362,243,28,128,493,1028,128,71,1362,128,493,1028,121,108,1.22304236947026,0.4999997304646143,1,1,1,1
91,1466,284,40,125,466,913,166,66,1466,125,466,913,102,126,1.2190949197532805,0.49999976735053203,1,1,1,1
73,1457,261,28,137,485,1025,142,59,1457,137,485,1025,120,133,1.2228628012010694,0.499999764467468,1,1,1,1
94,1623,300,51,176,551,1049,169,72,2306,250,783,1491,104,129,1.2195713039865872,0.4999999059732558,0.7038161318300087,0.704,0.7037037037037037,0.7035546613011402
81,1398,259,36,191,604,1134,171,63,1398,191,604,1134,121,145,1.22304236947026,0.4999997441675314,1,1,1,1
77,1441,298,28,138,608,1107,95,42,1441,138,608,1107,122,142,1.2232192861897602,0.4999997592080062,1,1,1,1
95,1527,310,37,208,566,1118,163,54,1518,207,563,1111,104,136,1.2195713039865872,0.4999997830166244,1.0059288537549407,1.0048309178743962,1.0053285968028418,1.0063006300630064
66,1464,304,22,176,468,1172,103,54,1464,176,468,1172,138,136,1.2257335222331636,0.49999976671444357,1,1,1,1
78,1386,297,21,169,583,1188,116,52,1386,169,583,1188,120,169,1.2228628012010694,0.49999973971835443,1,1,1,1
69,1349,239,21,182,524,1326,80,34,1349,182,524,1326,141,152,1.2261474550535008,0.49999972524468334,1,1,1,1
76,1380,287,28,194,599,1335,77,25,1380,194,599,1335,113,123,1.2215260801503558,0.4999997374501155,1,1,1,1
73,1453,335,15,222,611,1303,72,23,1453,222,611,1303,104,133,1.2195713039865872,0.49999976316887623,1,1,1,1
64,1562,235,81,14,289,388,149,163,1861,17,344,462,392,118,1.2394735687248153,0.49999985562989974,0.8393336915636754,0.8235294117647058,0.8401162790697675,0.8398268398268398
82,1669,295,81,39,367,424,167,171,1988,46,437,505,342,114,1.2382594314621025,0.4999998734863912,0.8395372233400402,0.8478260869565217,0.8398169336384439,0.8396039603960396
89,1464,267,110,36,300,689,203,193,1694,42,347,797,373,115,1.2390467513285932,0.49999982576187363,0.8642266824085005,0.8571428571428571,0.8645533141210374,0.8644918444165621
92,1438,241,97,29,329,766,191,163,1543,31,353,822,274,92,1.2359812412256688,0.4999997899908814,0.931950745301361,0.9354838709677419,0.9320113314447592,0.9318734793187348
80,1386,222,76,19,301,616,198,171,1458,20,317,650,245,88,1.2346687648278276,0.4999997647904471,0.9506172839506173,0.95,0.9495268138801262,0.9476923076923077
94,1605,254,77,13,349,705,215,160,1699,14,370,742,230,118,1.2338739595737616,0.499999826785898,0.9446733372572101,0.9285714285714286,0.9432432432432433,0.9501347708894878
75,1288,183,86,11,300,655,184,171,1364,12,318,690,293,116,1.2367133370939094,0.4999997312544612,0.9442815249266863,0.9166666666666666,0.9433962264150944,0.9492753623188406
85,1589,252,86,21,375,649,221,163,1682,22,397,683,320,114,1.2376180219338977,0.49999982326684866,0.9447086801426873,0.9545454545454546,0.9445843828715366,0.9502196193265008
93,1288,229,67,14,578,627,221,160,1355,15,608,660,255,143,1.2351516611926034,0.49999972767255346,0.9505535055350554,0.9333333333333333,0.9506578947368421,0.95
93,1383,225,85,11,626,492,210,193,1764,14,799,628,264,105,1.235558015600958,0.4999998393159229,0.7840136054421769,0.7857142857142857,0.7834793491864831,0.7834394904458599
103,1656,316,100,37,604,399,77,97,1742,39,635,420,195,130,1.2315972670505786,0.499999835231684,0.9506314580941446,0.9487179487179487,0.9511811023622048,0.95
99,1742,373,95,44,655,396,53,44,1832,46,689,417,215,130,1.23298001217527,0.4999998510230545,0.9508733624454149,0.9565217391304348,0.9506531204644412,0.9496402877697842
82,1624,337,77,34,583,348,94,61,1708,36,613,366,211,147,1.2327223747975886,0.49999982860653,0.9508196721311475,0.9444444444444444,0.9510603588907015,0.9508196721311475
87,1688,319,79,62,670,407,84,82,1787,66,709,431,240,151,1.2344137721902206,0.4999998434255484,0.9445998880805819,0.9393939393939394,0.9449929478138223,0.9443155452436195
74,1697,300,61,55,547,399,95,81,1785,58,575,420,223,154,1.2334702561916033,0.4999998430744847,0.9507002801120448,0.9482758620689655,0.951304347826087,0.95
70,1558,340,55,28,403,388,67,76,1650,30,427,411,214,155,1.2329164157289627,0.4999998163452709,0.9442424242424242,0.9333333333333333,0.9437939110070258,0.9440389294403893
85,1740,377,62,76,515,485,54,49,1830,80,542,510,247,164,1.234768157148572,0.4999998506972439,0.9508196721311475,0.95,0.9501845018450185,0.9509803921568627
80,1466,234,83,54,481,457,39,43,1573,58,516,490,168,136,1.2292669789975357,0.4999997979250132,0.9319771137952956,0.9310344827586207,0.9321705426356589,0.9326530612244898
87,1577,320,80,108,600,580,82,54,1659,114,631,610,165,161,1.2289659521459542,0.4999998183325031,0.9505726341169379,0.9473684210526315,0.9508716323296355,0.9508196721311475
92,1605,320,95,120,586,645,88,38,1711,128,625,687,162,155,1.2286549094564416,0.4999998292070322,0.9380479251899474,0.9375,0.9376,0.9388646288209607
92,1567,306,83,89,586,604,76,48,1648,94,616,635,189,156,1.231131361254056,0.4999998158992365,0.9508495145631068,0.9468085106382979,0.9512987012987013,0.9511811023622048
94,1496,302,64,106,546,628,56,38,1574,112,574,661,156,173,1.2280006254260654,0.4999997981816978,0.9504447268106735,0.9464285714285714,0.9512195121951219,0.9500756429652042
79,1420,262,88,108,539,636,66,49,1494,114,567,669,149,166,1.227177616529496,0.49999977598927614,0.9504685408299867,0.9473684210526315,0.9506172839506173,0.9506726457399103
87,1423,260,48,58,600,552,50,61,1507,61,635,584,166,194,1.229067382264516,0.49999977983742316,0.9442601194426012,0.9508196721311475,0.9448818897637795,0.9452054794520548
82,1395,241,54,73,564,646,21,35,1559,82,630,722,141,166,1.2261474550535008,0.49999979427940394,0.8948043617703656,0.8902439024390244,0.8952380952380953,0.8947368421052632
72,1352,245,59,83,532,733,60,52,1422,87,560,771,155,155,1.2278871533335383,0.49999975273035147,0.9507735583684951,0.9540229885057471,0.95,0.9507133592736705
84,1464,246,54,118,528,641,31,26,1540,124,555,674,109,187,1.2206931720557894,0.4999997891718671,0.9506493506493506,0.9516129032258065,0.9513513513513514,0.9510385756676558
101,1603,253,56,162,675,601,56,46,1675,169,705,628,119,191,1.2226805190448937,0.4999998217865894,0.9570149253731344,0.9585798816568047,0.9574468085106383,0.9570063694267515
97,1491,234,48,173,729,656,42,36,1568,182,767,690,136,158,1.225448451644861,0.4999997966342149,0.9508928571428571,0.9505494505494505,0.9504563233376793,0.9507246376811594
98,1416,219,37,147,637,665,55,37,1490,155,670,700,141,159,1.2261474550535008,0.4999997747849196,0.9503355704697987,0.9483870967741935,0.9507462686567164,0.95
97,1500,211,31,168,641,718,35,31,1578,177,674,755,133,207,1.2250064066076989,0.499999799203561,0.9505703422053232,0.9491525423728814,0.9510385756676558,0.9509933774834437
117,1439,198,41,164,670,703,32,35,1514,173,705,740,135,156,1.2253030684407724,0.4999997818685662,0.9504623513870541,0.9479768786127167,0.950354609929078,0.95
93,1321,209,24,161,716,804,42,34,1390,169,753,846,136,137,1.225448451644861,0.49999974121422286,0.9503597122302159,0.9526627218934911,0.950863213811421,0.950354609929078
80,1381,211,28,148,626,832,42,50,1462,157,663,881,156,163,1.2280006254260654,0.4999997660757428,0.9445964432284542,0.9426751592356688,0.9441930618401206,0.9443813847900113
82,1419,222,33,170,523,867,53,52,1502,180,554,918,161,181,1.2285489126089886,0.4999997783691873,0.9447403462050599,0.9444444444444444,0.944043321299639,0.9444444444444444
94,1462,227,26,176,455,758,35,38,1538,185,479,797,134,145,1.2251557337792494,0.49999978862319294,0.9505851755526658,0.9513513513513514,0.9498956158663883,0.9510664993726474
78,1502,259,39,151,495,724,34,11,1511,152,498,728,140,143,1.226011251876914,0.49999978100153253,0.9940436796823295,0.993421052631579,0.9939759036144579,0.9945054945054945
80,1341,202,22,180,502,939,35,16,1341,180,502,939,139,168,1.2258732861819563,0.49999972195669085,1,1,1,1
79,1314,214,29,169,469,1102,59,36,1314,169,469,1102,143,129,1.2264147120406708,0.4999997104128586,1,1,1,1
75,1282,213,35,131,413,984,53,65,1282,131,413,984,115,138,1.2219229328464036,0.49999969577566256,1,1,1,1
87,1274,211,36,75,430,863,116,61,1282,75,433,868,127,131,1.2240661475121006,0.49999969577566256,0.9937597503900156,1,0.9930715935334873,0.9942396313364056
62,1280,174,24,120,538,912,86,37,1288,121,541,918,143,154,1.2264147120406708,0.49999969860344895,0.9937888198757764,0.9917355371900827,0.9944547134935305,0.9934640522875817
76,1358,197,23,183,503,909,25,36,1358,183,503,909,133,168,1.2250064066076989,0.4999997288744385,1,1,1,1
75,1267,194,19,95,436,791,51,55,1316,99,453,821,115,163,1.2219229328464036,0.49999971129239384,0.9627659574468085,0.9595959595959596,0.9624724061810155,0.9634591961023142
77,1395,201,19,131,432,756,79,68,1395,131,432,756,143,157,1.2264147120406708,0.4999997430659935,1,1,1,1
80,1436,205,25,156,535,680,108,91,1463,159,545,693,137,159,1.2255919233045867,0.4999997663954206,0.9815447710184553,0.9811320754716981,0.981651376146789,0.9812409812409812
83,1450,193,39,87,488,643,76,70,1477,89,497,655,123,162,1.2233936117694213,0.49999977080295516,0.9817197020988491,0.9775280898876404,0.9818913480885312,0.981679389312977
70,1426,227,46,108,497,711,65,64,1453,110,506,724,123,145,1.2233936117694213,0.49999976316887623,0.981417756366139,0.9818181818181818,0.9822134387351779,0.9820441988950276
82,1397,207,29,139,661,791,144,91,1406,140,665,796,127,150,1.2240661475121006,0.4999997470705714,0.9935988620199147,0.9928571428571429,0.9939849624060151,0.9937185929648241
80,1536,224,41,90,625,633,119,59,1555,91,633,641,106,145,1.2200314782734076,0.4999997932196731,0.9877813504823151,0.989010989010989,0.9873617693522907,0.9875195007800313
82,1450,236,33,61,539,596,187,58,2281,96,848,937,137,143,1.2255919233045867,0.4999999039008749,0.6356861025865849,0.6354166666666666,0.6356132075471698,0.6360725720384205
70,1451,249,31,86,605,691,109,71,1451,86,605,691,122,174,1.2232192861897602,0.4999997625155493,1,1,1,1
75,1498,222,39,123,600,815,126,77,1498,123,600,815,146,163,1.226803218677934,0.4999997771839979,1,1,1,1
